reference_num,name,lat,lon,diameter,confidence,elevation,rho,dn_inside,dn_outside,dn_difference,continous_ejecta_rad,flow_length,dark_halo_diameter,ejecta_completeness,rim_completeness,planform,morphologic_class,central_structure_diameter,wall_terracing,wall_width,multiple_crater,floor_reflectivity,parabolic_feature,impactor_direction,multi_asteroid_grp_num,terrain,interior_flat_floor,exterior_embayment,tectionically_deformed,degradation_state,comments,wall_terracing_detail,multicrater_detail,planform_detail,morph_class_detail,floor_reflectivity_detail,parabolic_detail,terrain_detail,interior_floor_detail,exterior_embayment_detail,techtonically_deformed_detail,degradation_state_detail
387,Workman,-12.885,299.917,17.6,1,6052.65,3.82,111,112,-1,18.5,32.9,0,1.0,1.0,c,3,4.2,u,3.7,s,d,n,null,0,pf,y,n,n,1,null,unterraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
388,Adaiah,-47.266,253.345,17.5,1,6051.23,1.91,110,93,17,16.2,0.0,60,1.0,1.0,c,3,3.5,u,0.0,s,b,y,s,0,p,n,n,n,1,windstreaks to west,unterraced,single crater,circular,central peak,bright,yes,plains,no,no,no,pristine with ejecta
389,Oakley,-29.301,310.536,17.5,1,6052.2,2.23,125,98,27,24.5,49.4,0,0.9,1.0,i,2,0.0,t,4.3,s,b,n,wsw,0,p,n,n,n,1,null,terraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
39,Ermolova,60.307,154.461,60.3,1,6050.37,2.86,92,81,11,53.3,134.3,0,0.9,1.0,c,4,26.1,t,5.7,s,d,n,se,0,pf,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,null,yes,no,no,pristine with ejecta
390,Kala,1.504,314.437,17.5,1,6051.8,0.64,116,105,11,13.5,0.0,0,1.0,1.0,c,3,6.5,u,4.3,s,i,n,null,0,v,null,y,n,1,null,unterraced,single crater,circular,central peak,intermediate,no,volcano,null,yes,no,pristine with ejecta
391,Leida,-23.274,266.608,17.3,2,6052.45,1.27,117,114,3,16.5,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,pf,y,n,y,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,null,yes,no,yes,pristine with ejecta
392,Toklas,0.721,273.096,17.2,1,6051.62,3.5,111,105,6,12.6,29.1,110,1.0,1.0,c,2,0.0,t,3.9,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
393,Letitia,34.54,288.653,17.2,1,6053.35,4.14,115,113,2,12.0,0.0,0,0.7,1.0,c,3,5.7,u,0.0,s,b,n,w,3,p,n,n,n,1,null,unterraced,single crater,circular,central peak,bright,no,plains,no,no,no,pristine with ejecta
394,Francesca,-28.032,57.775,17.1,1,6051.28,2.86,125,94,31,23.2,0.0,90,0.9,1.0,i,2,0.0,t,0.0,s,b,n,wsw,0,p,n,n,n,1,null,terraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
395,Elena,-18.337,73.375,17.1,1,6051.53,1.27,123,106,17,13.5,0.0,0,0.7,1.0,c,2,0.0,t,0.0,s,b,n,nne,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
396,Maranda,4.895,169.749,17.1,1,6051.53,3.5,127,128,-1,10.6,0.0,0,1.0,1.0,c,3,4.2,t,2.8,s,i,n,null,0,pf,y,n,y,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,yes,pristine with ejecta
397,Naomi,6.024,70.272,17.1,1,6053.07,2.55,121,120,1,25.2,0.0,0,0.4,1.0,c,2,0.0,t,0.0,s,i,n,null,0,t,y,n,y,2,null,terraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,yes,no,yes,no ejecta
398,Akiko,30.644,187.296,17.1,1,6051.63,1.27,119,117,2,12.7,0.0,0,0.9,1.0,c,2,0.0,t,4.1,s,i,n,null,0,t,y,n,n,2,null,terraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,yes,no,no,no ejecta
399,Inira,-43.088,239.388,17.0,1,6051.32,2.55,96,84,12,17.2,58.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,nw,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
4,Klenova,78.159,104.521,141.9,1,6051.15,3.18,97,82,15,78.7,0.0,0,0.9,1.0,c,6,100.1,t,6.3,s,d,n,null,0,pf,y,n,n,1,radial fractures in center of floor,terraced,single crater,circular,multi-ring,dark,no,null,yes,no,no,pristine with ejecta
40,Gautier,26.352,42.813,58.6,1,6051.25,1.27,120,120,0,17.6,0.0,0,0.2,0.5,c,0,0.0,u,0.0,s,i,n,null,0,v,null,y,n,2,only part of rim not flooded,unterraced,single crater,circular,flat floor,intermediate,no,volcano,null,yes,no,no ejecta
400,Sanija,33.059,249.991,17.0,1,6051.04,1.59,128,119,9,23.6,40.3,0,1.0,1.0,c,2,0.0,u,0.0,s,d,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
401,Merit Ptah,11.41,115.668,17.0,2,6051.19,2.86,140,108,32,0.0,41.8,0,0.0,0.0,null,0,0.0,u,0.0,s,b,y,null,0,p,n,n,n,1,not all orbits,unterraced,single crater,null,null,bright,yes,plains,no,no,no,pristine with ejecta
402,Datsolalee,38.33,171.781,17.0,2,6051.44,1.27,118,109,9,16.4,70.0,120,0.8,0.8,i,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
403,Galina,47.608,307.085,17.0,2,6050.61,1.27,111,95,16,18.9,85.2,390,1.0,0.9,i,2,0.0,u,4.0,s,d,n,nw,0,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
404,Elza,-34.414,275.89,16.9,2,6051.99,1.91,104,96,8,16.4,35.3,0,0.9,1.0,c,2,0.0,u,0.0,s,i,n,e,0,pf,y,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
405,Makola,-3.779,106.664,16.8,1,6053.96,2.23,122,122,0,2.0,0.0,0,0.2,0.9,c,0,0.0,u,0.0,s,i,n,null,0,t,null,y,y,2,null,unterraced,single crater,circular,flat floor,intermediate,no,tessera and mountain belts,null,yes,yes,no ejecta
406,Aimee,16.162,127.25,16.8,1,6051.09,2.86,116,116,0,15.1,0.0,50,1.0,1.0,c,3,4.2,t,2.0,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
407,Yoshioka,-32.363,58.926,16.7,1,6051.46,2.86,81,81,0,0.0,0.0,0,0.0,0.7,i,0,0.0,u,0.0,s,d,n,null,0,t,null,y,n,3,null,unterraced,single crater,irregular,flat floor,dark,no,tessera and mountain belts,null,yes,no,highly degraded
408,Alma,-2.386,228.792,16.7,1,6052.19,1.27,115,117,-2,10.9,0.0,0,0.9,1.0,c,3,5.4,t,3.7,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
409,Marianne,9.3,358.0,9.5,1,6051.19,2.86,105,109,-4,14.5,0.0,125,0.5,1.0,e,2,0.0,u,0.0,f,i,n,se,0,p,n,n,n,1,largest crat 8.9 diam, best ex. of crater field,unterraced,crater field,null,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
41,Vigee-Lebrun,17.306,141.383,57.6,1,6051.06,2.55,56,45,11,84.7,190.0,0,0.4,1.0,c,4,28.5,t,8.7,s,d,n,null,0,r,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,ridge belt,yes,no,no,pristine with ejecta
410,Tussaud,21.742,220.963,16.7,2,6051.84,1.91,122,97,25,31.1,0.0,0,0.7,0.9,i,2,0.0,u,0.0,s,b,n,null,0,ri,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,rift,no,no,no,pristine with ejecta
411,Jerusha,-22.045,342.735,16.6,1,6051.44,3.18,94,97,-3,10.6,0.0,0,1.0,1.0,c,3,2.7,t,4.0,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
412,Madeleine,-4.738,293.221,16.6,1,6052.1,1.91,122,107,15,17.3,22.7,130,1.0,1.0,c,2,0.0,u,5.3,s,d,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
413,Vashti,-6.771,43.718,16.5,1,6052.18,1.27,110,92,18,10.5,0.0,190,1.0,1.0,c,2,0.0,t,4.5,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
414,Amalasuntha,-11.491,342.378,16.4,1,6051.41,1.27,120,105,15,17.1,0.0,90,1.0,1.0,c,2,0.0,t,0.0,s,i,n,w,0,p,n,n,n,1,large wind streaks to NW,terraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
415,Caroline,6.9,306.3,16.4,1,6051.64,1.91,111,110,1,13.3,0.0,40,0.9,1.0,c,3,4.3,t,3.8,s,d,n,s,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
416,Judith,-29.088,104.464,16.3,2,6052.71,2.23,106,104,0,20.9,76.5,80,0.8,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,y,n,n,1,not all orbits,unterraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
417,Kanik,-32.549,249.865,16.2,1,6051.29,2.23,101,108,-7,23.1,0.0,60,0.7,1.0,c,3,4.4,t,0.0,s,d,n,wnw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
418,Indira,64.136,289.824,16.1,1,6050.91,4.46,132,101,31,17.0,47.2,70,1.0,1.0,c,2,0.0,u,0.0,s,b,n,s,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
419,Jacqueline,-70.036,123.656,16.0,1,6051.85,2.23,110,110,0,8.4,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,c,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,coronae,no,no,no,pristine with ejecta
42,Ponselle,-63.018,289.145,57.3,1,6051.82,2.23,103,106,-3,37.3,81.1,0,1.0,1.0,c,4,25.3,t,3.1,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,null,yes,no,no,pristine with ejecta
420,Sabira,-5.755,239.87,16.0,1,6051.52,1.27,107,105,2,11.9,0.0,0,1.0,1.0,c,2,0.0,t,4.7,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,null,yes,no,no,pristine with ejecta
421,Tsiala,2.9,100.0,16.0,1,6054.83,3.82,146,143,3,7.4,0.0,0,0.4,1.0,c,3,0.0,t,2.8,s,i,n,null,0,t,y,m,y,2,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,maybe,yes,no ejecta
422,Mahina,-2.012,182.205,15.9,1,6051.82,1.59,0,0,0,10.6,0.0,0,1.0,1.0,c,3,4.6,t,3.7,s,i,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
423,Evangeline,69.611,221.936,15.9,1,6051.42,1.59,0,0,0,16.0,20.0,110,1.0,1.0,e,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,not all orbits,unterraced,single crater,null,knobby base,bright,no,plains,no,no,no,pristine with ejecta
424,Johanna,19.505,247.289,15.9,2,6051.47,1.59,0,0,0,10.7,37.1,0,0.7,0.8,c,2,0.0,u,0.0,s,b,n,null,0,c,n,m,m,1,null,unterraced,single crater,circular,knobby base,bright,no,coronae,no,maybe,maybe,pristine with ejecta
425,Heidi,23.649,350.135,15.9,3,6052.42,0.0,0,0,0,15.5,0.0,0,0.4,0.9,i,0,0.0,t,1.4,s,d,n,null,0,v,null,y,n,2,possibly volcanic, on side of Sif,terraced,single crater,irregular,flat floor,dark,no,volcano,null,yes,no,no ejecta
426,Cynthia,-16.729,347.459,15.8,1,6051.4,2.23,0,0,0,16.1,0.0,40,1.0,1.0,c,3,4.4,t,2.9,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
427,Farida,4.773,39.021,15.7,1,6051.99,0.64,0,0,0,14.2,0.0,0,1.0,1.0,c,2,0.0,t,0.0,s,i,n,null,0,pf,y,n,n,1,not all orbits,terraced,single crater,circular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
428,Phaedra,35.864,252.743,15.7,1,6051.32,1.27,0,0,0,20.7,0.0,0,1.0,1.0,c,3,3.3,t,3.2,s,d,n,sse,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
429,Esther,19.378,21.838,15.7,2,6051.8,1.59,0,0,0,27.0,112.0,0,0.7,0.6,i,2,0.0,u,0.0,s,i,n,n,0,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
43,Carreno,-3.863,16.085,56.8,1,6050.83,1.91,67,84,-17,60.7,105.0,170,0.9,1.0,c,4,20.5,t,5.0,s,d,n,sse,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
430,Megan,-61.825,130.566,15.6,1,6051.36,2.55,0,0,0,10.4,0.0,40,1.0,1.0,c,3,3.6,t,0.0,s,i,n,null,0,p,n,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,no,no,no,pristine with ejecta
431,Sigrid,63.552,314.413,15.6,1,6053.14,4.14,0,0,0,13.2,0.0,0,0.5,1.0,c,2,0.0,u,4.0,s,i,n,null,0,p,y,m,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,yes,maybe,no,pristine with ejecta
432,Grazina,72.452,337.378,15.6,1,6056.31,2.23,0,0,0,6.6,0.0,0,0.2,1.0,c,3,3.2,t,2.9,s,i,n,null,0,t,n,m,y,2,faulted rim,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,no,maybe,yes,no ejecta
433,Rae,-8.896,58.385,5.6,2,6052.19,1.27,0,0,0,5.0,0.0,0,0.6,0.9,c,2,0.0,u,0.0,s,i,n,n,0,t,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,no,no,no,pristine with ejecta
434,Varya,2.764,211.808,15.5,1,6051.0,1.27,0,0,0,11.5,0.0,50,1.0,1.0,c,2,0.0,t,0.0,s,i,n,null,0,pf,n,n,y,1,null,terraced,single crater,circular,knobby base,intermediate,no,null,no,no,yes,pristine with ejecta
435,Doris,2.279,89.955,15.5,3,6055.01,0.0,0,0,0,3.3,0.0,0,0.2,1.0,c,0,0.0,u,0.0,s,i,n,null,0,t,y,y,y,3,radar bright ring,unterraced,single crater,circular,flat floor,intermediate,no,tessera and mountain belts,yes,yes,yes,highly degraded
436,Miriam,36.484,48.181,15.5,3,6052.5,0.0,0,0,0,15.0,16.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,v,y,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,volcano,yes,no,no,pristine with ejecta
437,Daphne,41.305,280.45,15.5,3,6050.81,0.0,0,0,0,18.1,43.2,90,0.9,0.7,i,2,0.0,u,0.0,m,i,n,null,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
438,Lucia,-62.103,67.888,15.4,1,6051.67,2.86,0,0,0,12.7,0.0,0,0.7,1.0,c,3,3.4,t,4.0,s,d,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
439,Abika,-52.524,104.386,15.3,1,6051.01,2.23,0,0,0,14.0,0.0,0,1.0,1.0,c,2,0.0,t,0.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
44,Barrymore,-52.34,195.684,55.6,1,6051.05,2.86,89,91,-2,58.3,0.0,0,1.0,1.0,c,5,34.4,t,4.7,s,d,n,null,0,pf,y,m,y,1,null,terraced,single crater,circular,peak rings,dark,no,null,yes,maybe,yes,pristine with ejecta
440,Lineta,-5.035,354.116,15.3,1,6051.57,1.91,0,0,0,15.8,0.0,52,1.0,1.0,c,2,0.0,u,0.0,s,b,n,se,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
441,Audrey,23.773,348.136,15.3,1,6052.17,1.59,0,0,0,21.3,0.0,130,0.9,1.0,c,2,0.0,u,4.9,s,b,n,ssw,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
442,Yvonne,-55.983,298.401,15.2,1,6051.31,2.23,0,0,0,9.5,10.4,60,1.0,1.0,p,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,polygonal,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
443,Olga,26.135,283.83,15.2,1,6054.77,3.5,0,0,0,0.0,0.0,0,0.0,1.0,i,3,3.5,u,0.0,s,i,n,null,0,pf,n,n,n,1,null,unterraced,single crater,irregular,central peak,intermediate,no,null,no,no,no,pristine with ejecta
444,Lena,39.5,23.0,15.2,1,6051.4,2.55,0,0,0,9.4,0.0,0,0.6,1.0,c,3,4.4,t,3.5,s,d,n,ne,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
445,Eileen,-22.748,232.726,15.1,1,6052.11,1.91,0,0,0,13.2,29.0,0,0.5,1.0,c,2,0.0,t,3.8,s,i,n,e,0,pf,y,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
446,Kitna,-28.908,277.281,15.0,1,6052.12,2.23,0,0,0,10.3,0.0,0,0.8,1.0,c,3,2.9,t,3.6,s,b,n,null,0,pf,n,n,n,1,null,terraced,single crater,circular,central peak,bright,no,null,no,no,no,pristine with ejecta
447,Lydia,10.664,340.801,15.0,1,6050.38,1.59,0,0,0,15.9,39.6,65,1.0,1.0,c,2,0.0,t,0.0,s,b,n,se,0,pf,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
448,Vallija,26.335,120.003,15.0,1,6050.93,2.86,0,0,0,11.9,63.0,200,1.0,1.0,i,2,0.0,u,3.2,s,d,n,null,0,pf,y,n,n,1,null,unterraced,single crater,irregular,knobby base,dark,no,null,yes,no,no,pristine with ejecta
449,Hamuda,62.906,2.59,15.0,2,6060.02,1.27,0,0,0,0.0,0.0,0,0.0,1.0,i,0,0.0,u,0.0,s,i,n,null,0,t,n,n,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,no,no,yes,highly degraded
45,Lagerlof,81.188,285.189,55.6,1,6051.41,3.82,89,87,2,33.0,0.0,0,0.5,1.0,c,4,17.2,t,6.2,s,d,n,nw,0,p,y,m,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,maybe,no,pristine with ejecta
450,Philomena,-40.742,151.884,14.9,1,6051.63,0.95,0,0,0,18.2,0.0,60,1.0,1.0,c,2,0.0,t,0.0,s,b,n,nw,0,p,n,n,n,1,windstreaks to wnw,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
451,Ayana,-29.15,175.515,14.9,1,6051.92,2.55,0,0,0,23.3,43.3,90,0.8,1.0,i,2,0.0,u,0.0,s,b,n,sse,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
452,Almeida,46.657,123.256,14.9,1,6051.92,2.86,0,0,0,11.9,0.0,140,1.0,1.0,c,3,3.7,u,3.2,s,d,n,wnw,1,p,y,n,n,1,null,unterraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
453,Teresa,-42.508,9.992,14.8,1,6051.92,3.18,0,0,0,6.5,0.0,0,0.4,1.0,i,2,0.0,u,0.0,s,d,n,null,0,t,y,n,y,3,null,unterraced,single crater,irregular,knobby base,dark,no,tessera and mountain belts,yes,no,yes,highly degraded
454,Lenore,38.7,292.2,14.8,1,6051.36,3.5,0,0,0,15.2,0.0,130,0.9,1.0,c,3,5.8,t,3.7,s,i,n,ese,0,p,n,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,no,no,no,pristine with ejecta
455,Suliko,9.631,214.612,14.8,2,6051.86,2.86,0,0,0,8.6,0.0,0,0.5,0.7,i,0,0.0,t,3.7,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,irregular,flat floor,intermediate,no,plains,yes,no,no,pristine with ejecta
456,Amanda,-29.173,94.48,14.8,3,6052.07,0.0,0,0,0,20.6,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,v,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,volcano,no,no,no,pristine with ejecta
457,Michelle,-19.557,40.517,14.7,1,6051.76,2.23,0,0,0,9.0,0.0,0,0.7,1.0,c,3,4.2,t,2.9,s,d,n,null,6,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
458,Fatima,-17.754,31.854,14.7,1,6051.3,2.55,0,0,0,8.6,0.0,0,0.8,1.0,c,3,2.7,t,3.4,s,d,n,ene,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
459,Rose,-35.166,248.228,14.7,3,6051.3,0.0,0,0,0,18.3,92.0,0,0.9,0.9,i,2,0.0,u,0.0,s,i,n,null,0,t,n,m,m,2,null,unterraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,no,maybe,maybe,no ejecta
46,Grey,-52.374,329.38,55.5,1,6051.16,1.27,86,84,2,25.8,0.0,0,0.0,0.0,c,4,16.2,t,7.0,s,d,n,null,0,p,y,n,n,1,not all orbits,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
460,Vesna,-60.379,220.391,14.6,1,6051.31,3.18,0,0,0,27.1,0.0,0,0.9,1.0,c,2,0.0,u,0.0,s,b,n,s,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
461,Alison,-3.957,165.644,14.6,1,6051.51,2.55,0,0,0,19.9,0.0,70,1.0,1.0,p,3,3.9,t,3.3,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,polygonal,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
462,Ivka,68.2,303.8,14.6,1,6052.56,3.82,0,0,0,12.9,0.0,40,1.0,1.0,c,2,0.0,u,0.0,s,i,n,e,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
463,Marie,-21.7,232.4,14.5,1,6051.91,1.91,0,0,0,7.3,0.0,0,0.7,1.0,c,3,3.7,t,4.0,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
464,Ketzia,3.977,300.51,14.5,1,6052.08,2.23,0,0,0,6.7,0.0,0,0.7,0.9,c,3,4.2,t,3.3,s,i,n,null,0,pf,y,y,n,2,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,yes,no,no ejecta
465,Surija,5.28,178.248,14.5,1,6051.36,2.23,0,0,0,15.5,0.0,130,1.0,1.0,c,2,0.0,t,0.0,s,b,n,null,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
466,Gina,78.1,76.5,14.5,1,6050.67,2.55,0,0,0,10.0,0.0,0,0.4,1.0,p,2,0.0,u,0.0,s,i,n,null,0,r,null,y,y,2,null,unterraced,single crater,polygonal,knobby base,intermediate,no,ridge belt,null,yes,yes,no ejecta
467,Samantha,45.558,281.688,14.4,1,6050.44,1.91,0,0,0,18.5,38.6,0,0.8,1.0,c,3,4.1,t,4.4,s,d,n,ene,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
468,Caitlin,-65.265,11.956,14.4,2,6053.66,0.95,0,0,0,12.4,0.0,0,0.4,0.6,i,0,0.0,u,0.0,s,i,n,null,0,t,null,y,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,null,yes,yes,highly degraded
469,Leah,-34.165,187.853,14.3,1,6051.53,1.27,0,0,0,20.7,57.7,0,1.0,0.7,i,2,0.0,u,0.0,m,i,n,ne,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
47,Cori,25.443,72.887,54.7,1,6050.79,2.86,92,76,16,45.5,0.0,0,1.0,1.0,c,5,28.6,t,5.3,s,d,n,ne,0,p,y,n,n,1,flows extend off digital coverage,terraced,single crater,circular,peak rings,dark,no,plains,yes,no,no,pristine with ejecta
470,Felicia,-19.809,226.492,14.3,1,6051.86,2.23,0,0,0,13.3,0.0,150,0.9,1.0,c,2,0.0,t,0.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
471,Gillian,-15.172,50.094,14.3,1,6051.68,1.59,0,0,0,12.6,0.0,0,1.0,1.0,c,3,3.2,u,3.5,s,d,y,null,16,p,y,n,n,1,null,unterraced,single crater,circular,central peak,dark,yes,plains,yes,no,no,pristine with ejecta
472,Irina,34.953,91.165,14.2,1,6051.47,1.59,0,0,0,7.6,0.0,0,0.9,1.0,c,2,0.0,t,1.9,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
473,Tanya,-19.23,282.793,14.2,2,6052.51,1.59,0,0,0,7.0,0.0,0,0.5,0.9,c,0,0.0,t,1.8,s,d,n,null,0,v,null,y,n,2,null,terraced,single crater,circular,flat floor,dark,no,volcano,null,yes,no,no ejecta
474,Fukiko,-23.089,105.732,14.1,1,6052.6,2.55,0,0,0,25.9,57.3,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
475,Aita,8.875,270.663,14.1,1,6051.44,2.55,0,0,0,17.5,0.0,0,1.0,1.0,c,3,3.1,t,3.2,s,d,n,e,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
476,Namiko,43.435,56.199,14.1,1,6050.99,2.86,0,0,0,11.1,0.0,0,1.0,1.0,c,2,0.0,t,0.0,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,null,yes,no,no,pristine with ejecta
477,Lyudmila,62.116,329.689,14.1,1,6054.4,3.18,0,0,0,13.8,0.0,0,1.0,1.0,c,2,0.0,t,3.5,s,i,n,ne,0,lp,y,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,Lakshmi planum,yes,no,no,pristine with ejecta
478,Colleen,-60.8,162.2,14.0,1,6051.1,3.18,0,0,0,11.6,0.0,40,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
