reference_num,name,lat,lon,diameter,confidence,elevation,rho,dn_inside,dn_outside,dn_difference,continous_ejecta_rad,flow_length,dark_halo_diameter,ejecta_completeness,rim_completeness,planform,morphologic_class,central_structure_diameter,wall_terracing,wall_width,multiple_crater,floor_reflectivity,parabolic_feature,impactor_direction,multi_asteroid_grp_num,terrain,interior_flat_floor,exterior_embayment,tectionically_deformed,degradation_state,comments,wall_terracing_detail,multicrater_detail,planform_detail,morph_class_detail,floor_reflectivity_detail,parabolic_detail,terrain_detail,interior_floor_detail,exterior_embayment_detail,techtonically_deformed_detail,degradation_state_detail
508,Aftenia,49.99,323.925,7.5,1,6050.71,1.91,0,0,0,6.7,0.0,60,0.4,0.9,i,2,0.0,u,4.0,f,i,n,nw,0,pf,y,n,n,1,null,unterraced,crater field,irregular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
509,Zeinab,-2.242,159.686,12.9,1,6051.38,2.86,0,0,0,13.7,0.0,0,1.0,1.0,c,2,0.0,t,3.3,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
51,Hurston,-77.64,94.709,52.3,1,6051.53,1.91,100,100,0,63.3,102.7,0,1.0,1.0,c,4,20.2,t,3.9,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,intermediate,no,plains,yes,no,no,pristine with ejecta
510,Zumrad,32.086,94.803,12.9,1,6051.91,1.91,0,0,0,14.3,0.0,60,1.0,1.0,c,2,0.0,t,0.0,s,b,n,null,0,t,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,tessera and mountain belts,no,no,no,pristine with ejecta
511,Kylii,41.12,67.043,12.8,1,6051.46,1.59,0,0,0,14.9,0.0,0,1.0,1.0,c,3,3.0,t,0.0,s,b,n,s,0,pf,n,n,n,1,null,terraced,single crater,circular,central peak,bright,no,null,no,no,no,pristine with ejecta
512,Elizabeth,59.149,215.411,10.5,1,6051.62,0.95,0,0,0,14.6,24.3,110,0.7,1.0,i,2,0.0,u,0.0,f,b,n,se,0,p,n,n,n,1,null,unterraced,crater field,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
513,Barauka,10.635,346.275,12.8,2,6050.79,1.91,0,0,0,17.5,53.1,70,0.9,0.8,i,2,0.0,u,0.0,s,b,n,se,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
514,Kastusha,-28.557,59.963,12.7,1,6051.23,2.55,0,0,0,22.5,0.0,100,0.9,1.0,c,3,4.2,t,3.0,s,i,n,nne,0,p,n,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,no,no,no,pristine with ejecta
515,Ngone,5.959,331.851,12.6,1,6051.13,1.27,0,0,0,11.2,0.0,100,0.8,1.0,c,3,3.9,t,3.1,s,b,n,nnw,0,p,n,n,n,1,1.29 depth from Goldstone,terraced,single crater,circular,central peak,bright,no,plains,no,no,no,pristine with ejecta
516,crater_at_9.3S_152.8E,-9.287,152.839,12.6,3,6052.46,0.0,0,0,0,0.0,0.0,0,0.0,0.9,i,0,0.0,u,0.0,s,d,n,null,0,t,n,y,n,3,null,unterraced,single crater,irregular,flat floor,dark,no,tessera and mountain belts,no,yes,no,highly degraded
517,Dolores,51.456,201.59,12.5,1,6051.39,1.91,0,0,0,20.3,0.0,60,0.7,1.0,null,2,0.0,u,0.0,s,i,n,n,0,pf,n,n,n,1,null,unterraced,single crater,null,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
518,Alimat,-29.476,205.879,12.5,2,6051.75,1.59,0,0,0,6.5,0.0,0,0.4,1.0,c,0,0.0,u,0.0,s,i,n,null,10,p,null,y,n,3,almost completely buried by ejecta from crater to east,unterraced,single crater,circular,flat floor,intermediate,no,plains,null,yes,no,highly degraded
519,Vanessa,-5.966,1.893,12.5,3,6051.3,0.0,0,0,0,12.5,0.0,60,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,pf,n,n,n,1,appears to control local structure,unterraced,single crater,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
52,Caldwell,23.617,112.418,52.0,1,6051.52,3.18,129,64,65,0.0,46.0,0,0.9,1.0,c,4,0.0,t,0.0,s,b,y,s,0,p,n,n,n,1,not all orbits digitally,terraced,single crater,circular,several peaks,bright,yes,plains,no,no,no,pristine with ejecta
520,Ottavia,-47.482,187.256,12.4,1,6050.94,2.55,0,0,0,16.4,0.0,130,0.9,1.0,c,3,3.2,u,0.0,s,b,n,sw,0,p,n,n,n,1,null,unterraced,single crater,circular,central peak,bright,no,plains,no,no,no,pristine with ejecta
521,Xenia,-30.348,249.425,12.4,1,6051.16,1.59,0,0,0,23.7,0.0,90,1.0,1.0,i,2,0.0,u,0.0,m,b,n,e,18,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
522,Pirkko,44.779,254.587,12.4,1,6051.02,2.23,0,0,0,19.5,0.0,0,0.9,1.0,i,2,0.0,u,0.0,s,d,n,se,2,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
523,Radka,75.6,96.3,12.4,1,6051.48,3.5,0,0,0,12.8,0.0,0,0.9,1.0,c,3,2.6,u,0.0,s,i,n,sw,0,pf,n,n,y,1,null,unterraced,single crater,circular,central peak,intermediate,no,null,no,no,yes,pristine with ejecta
524,Bineta,57.283,144.121,12.4,2,6051.27,2.86,0,0,0,7.4,0.0,0,0.4,1.0,i,2,0.0,u,0.0,s,i,n,w,0,t,n,n,n,2,null,unterraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,no,no,no,no ejecta
525,Laulani,-68.168,121.193,12.3,1,6051.35,2.23,0,0,0,21.1,0.0,0,0.7,0.9,c,2,0.0,u,0.0,s,i,n,sw,0,pf,n,n,y,2,null,unterraced,single crater,circular,knobby base,intermediate,no,null,no,no,yes,no ejecta
526,Zulfiya,18.368,101.911,12.3,1,6051.63,2.55,0,0,0,19.1,0.0,0,0.8,1.0,c,2,0.0,u,0.0,s,b,n,nw,15,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
527,Orlette,-68.1,193.2,12.2,1,6051.45,3.82,0,0,0,11.8,24.8,0,0.7,1.0,i,2,0.0,u,0.0,s,i,n,ne,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
528,Rhoda,11.36,347.747,12.2,1,6050.88,1.91,0,0,0,4.9,0.0,43,1.0,1.0,c,3,3.0,t,2.3,s,i,n,null,0,pf,y,n,m,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,maybe,pristine with ejecta
529,Anush,14.964,86.566,12.2,1,6051.88,1.91,0,0,0,18.9,0.0,0,1.0,1.0,c,3,4.6,t,2.4,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
53,Langtry,-16.962,155.02,51.5,1,6052.08,1.59,146,128,18,16.0,0.0,0,0.7,1.0,c,5,28.9,t,0.0,s,i,n,null,0,ri,y,n,y,3,null,terraced,single crater,circular,peak rings,intermediate,no,rift,yes,no,yes,highly degraded
530,Tuyara,-62.9,15.5,12.2,2,6052.2,1.59,0,0,0,14.5,0.0,0,0.4,1.0,c,2,0.0,u,0.0,s,i,n,null,0,t,n,m,y,3,null,unterraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,no,maybe,yes,highly degraded
531,Nyogari,-46.466,306.428,12.2,2,6052.3,1.27,0,0,0,15.0,16.9,50,1.0,1.0,c,2,0.0,u,0.0,s,b,n,wnw,0,c,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,coronae,no,no,no,pristine with ejecta
532,Adzoba,12.796,117.032,12.2,2,6051.5,3.18,0,0,0,16.7,21.8,0,1.0,1.0,i,2,0.0,u,0.0,m,i,n,null,0,pf,y,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
533,Udyaka,30.841,172.96,12.2,2,6051.36,1.59,0,0,0,12.5,47.1,130,0.6,0.7,i,2,0.0,u,0.0,m,i,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
534,Marzhan,-58.92,248.375,12.1,1,6051.07,3.5,0,0,0,14.4,0.0,50,0.7,0.9,i,2,0.0,u,0.0,s,i,n,se,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
535,Bernice,-40.728,14.798,12.1,1,6052.06,2.55,0,0,0,0.0,0.0,0,0.4,0.8,c,0,0.0,null,0.0,s,i,n,null,0,p,null,y,n,3,flooded crater,null,single crater,circular,flat floor,intermediate,no,plains,null,yes,no,highly degraded
536,Olesya,5.63,273.265,12.1,1,6051.53,2.55,0,0,0,9.6,0.0,70,1.0,1.0,c,3,2.6,u,0.0,s,b,n,null,0,c,n,n,n,1,null,unterraced,single crater,circular,central peak,bright,no,coronae,no,no,no,pristine with ejecta
537,Melanka,34.371,19.194,12.1,1,6051.24,3.18,0,0,0,21.2,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,i,n,sw,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
538,Isolde,-74.526,211.967,12.0,1,6051.2,3.18,0,0,0,11.9,0.0,0,0.6,1.0,i,2,0.0,null,0.0,s,b,n,null,0,v,n,n,n,1,not all orbits,null,single crater,irregular,knobby base,bright,no,volcano,no,no,no,pristine with ejecta
539,Melina,-69.922,319.889,12.0,1,6051.2,1.59,0,0,0,9.5,0.0,50,0.7,1.0,c,2,0.0,u,0.0,s,i,n,null,0,p,n,n,y,2,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,yes,no ejecta
54,Fedorets,59.664,65.61,50.3,1,6051.55,1.27,110,106,4,39.3,130.0,150,1.0,1.0,c,4,18.4,t,7.8,s,d,n,se,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
540,Nomeda,-49.189,55.5,12.0,1,6051.87,1.59,0,0,0,7.1,0.0,50,1.0,1.0,c,2,0.0,t,0.0,s,b,n,e,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
541,Alima,-45.953,229.214,12.0,1,6051.15,1.91,0,0,0,21.7,0.0,30,1.0,1.0,i,2,0.0,u,0.0,s,i,n,nw,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
542,Ustinya,-41.154,251.648,12.0,1,6051.77,2.55,0,0,0,23.4,0.0,0,0.7,1.0,c,2,0.0,u,0.0,s,b,n,s,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
543,Astrid,-21.377,335.187,12.0,1,6051.62,2.55,0,0,0,20.9,0.0,0,1.0,1.0,i,2,0.0,t,2.2,m,d,n,w,0,p,y,n,n,1,null,terraced,multiple floor,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
544,Salika,-5.0,97.7,12.0,1,6055.53,3.18,0,0,0,11.6,0.0,0,0.3,0.9,c,2,0.0,t,0.0,s,b,n,null,0,t,n,m,n,3,null,terraced,single crater,circular,knobby base,bright,no,tessera and mountain belts,no,maybe,no,highly degraded
545,Zdravka,65.071,299.048,12.0,1,6051.56,3.5,0,0,0,17.4,54.6,0,0.9,1.0,i,2,0.0,u,0.0,s,i,n,sw,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
546,Melanie,-62.791,144.413,11.9,1,6050.9,2.23,0,0,0,14.2,0.0,70,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
547,Sovadi,-44.804,225.536,11.9,1,6051.3,1.27,0,0,0,18.1,49.8,0,0.7,1.0,c,2,0.0,u,0.0,s,i,n,sse,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
548,Maret,-33.299,280.247,11.9,1,6052.06,1.59,0,0,0,12.8,0.0,40,0.7,1.0,c,2,0.0,u,0.0,s,b,n,nw,0,pf,n,n,n,1,wind streaks to nw,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
549,Emilia,-26.5,88.2,11.9,1,6051.55,0.64,0,0,0,14.0,0.0,0,0.9,1.0,c,2,0.0,u,3.9,s,d,n,n,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
55,Jhirad,-16.807,105.601,50.2,1,6053.48,0.95,110,100,10,26.1,165.8,0,0.8,1.0,c,5,25.3,t,4.5,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,peak rings,intermediate,no,null,yes,no,no,pristine with ejecta
550,Peggy,-20.459,357.173,11.9,1,6051.24,1.59,0,0,0,7.1,0.0,0,0.8,1.0,c,2,0.0,u,0.0,s,i,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
551,Margarita,12.72,9.241,11.9,2,6051.08,1.27,0,0,0,10.0,13.0,67,0.9,1.0,i,2,0.0,u,0.0,s,b,n,null,0,c,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,coronae,no,no,no,pristine with ejecta
552,Rachel,-48.682,13.51,11.8,1,6051.98,2.86,0,0,0,18.8,0.0,0,0.6,1.0,e,2,0.0,u,0.0,s,i,n,w,0,pf,n,n,y,1,null,unterraced,single crater,null,knobby base,intermediate,no,null,no,no,yes,pristine with ejecta
553,Lotta,51.064,335.924,11.8,1,6051.45,1.91,0,0,0,14.3,0.0,40,1.0,1.0,i,2,0.0,u,0.0,s,i,n,ese,0,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
554,crater_at_9.3S_157.0E,-9.318,157.015,11.8,2,6053.01,1.91,0,0,0,13.2,46.7,70,0.3,0.8,c,2,0.0,u,0.0,s,d,n,null,0,t,null,y,y,2,null,unterraced,single crater,circular,knobby base,dark,no,tessera and mountain belts,null,yes,yes,no ejecta
555,Magdalena,-11.239,48.716,11.7,1,6051.59,2.23,0,0,0,8.3,19.0,120,0.8,1.0,c,2,0.0,u,0.0,s,d,n,nnw,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
556,Lyuba,1.651,283.886,11.7,1,6051.9,2.55,0,0,0,8.5,0.0,40,1.0,1.0,c,2,0.0,t,0.0,s,i,n,null,5,p,n,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
557,Tinyl,9.7,132.1,11.7,1,6051.49,2.55,0,0,0,12.1,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,y,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,yes,pristine with ejecta
558,Rani,64.1,160.365,11.7,1,6049.95,3.5,0,0,0,18.7,0.0,50,0.7,1.0,i,2,0.0,u,0.0,m,i,n,sw,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
559,Khafiza,6.024,299.183,7.2,2,6052.44,1.91,0,0,0,13.5,0.0,40,0.7,0.9,i,2,0.0,u,0.0,f,i,n,null,0,p,n,n,n,1,null,unterraced,crater field,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
56,Barton,27.443,337.519,50.0,1,6051.2,2.55,101,85,16,24.8,0.0,190,1.0,1.0,c,5,21.9,t,3.3,s,d,n,null,14,p,y,n,n,1,null,terraced,single crater,circular,peak rings,dark,no,plains,yes,no,no,pristine with ejecta
560,Lyon,-66.5,270.5,11.6,1,6051.34,1.59,0,0,0,10.7,0.0,50,1.0,1.0,i,2,0.0,u,0.0,s,i,m,null,0,p,n,n,y,1,null,unterraced,single crater,irregular,knobby base,intermediate,maybe,plains,no,no,yes,pristine with ejecta
561,Vaka,-41.448,8.905,11.6,1,6052.13,3.18,0,0,0,10.3,0.0,0,0.9,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
562,Purev,-31.072,46.456,11.6,1,6052.1,1.27,0,0,0,18.5,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,d,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
563,Florence,-15.233,85.009,11.6,1,6052.89,1.27,0,0,0,13.5,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,i,n,se,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
564,Roptyna,62.175,28.995,11.6,2,6054.7,1.27,0,0,0,0.0,0.0,0,0.0,0.9,i,0,0.0,u,0.0,s,i,n,null,0,t,null,y,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,null,yes,yes,highly degraded
565,Yokhtik,-50.1,158.1,11.5,1,6051.66,2.23,0,0,0,9.9,0.0,0,1.0,1.0,p,2,0.0,u,0.0,s,i,n,null,0,pf,n,n,y,1,null,unterraced,single crater,polygonal,knobby base,intermediate,no,null,no,no,yes,pristine with ejecta
566,Uleken,33.7,185.079,11.5,1,6051.07,0.95,0,0,0,12.6,29.2,100,0.7,1.0,i,2,0.0,u,0.0,s,i,n,ne,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
567,Julie,50.9,242.57,11.5,1,6051.18,1.59,0,0,0,14.2,0.0,0,1.0,1.0,c,2,0.0,t,2.6,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
568,Selma,68.5,155.9,11.5,1,6050.53,3.82,0,0,0,20.3,0.0,0,0.8,0.9,i,2,0.0,u,0.0,s,d,n,sse,0,p,n,m,y,1,null,unterraced,single crater,irregular,knobby base,dark,no,plains,no,maybe,yes,pristine with ejecta
569,Mildred,-51.7,348.271,11.4,1,6050.97,1.27,0,0,0,14.1,0.0,0,0.7,1.0,i,2,0.0,u,0.0,m,d,n,sw,0,r,y,n,n,1,null,unterraced,multiple floor,irregular,knobby base,dark,no,ridge belt,yes,no,no,pristine with ejecta
57,Wharton,55.665,61.962,50.0,1,6051.76,1.27,76,83,-7,38.5,0.0,140,0.7,1.0,c,5,27.6,t,4.7,s,d,n,null,0,t,y,m,n,2,null,terraced,single crater,circular,peak rings,dark,no,tessera and mountain belts,yes,maybe,no,no ejecta
570,Onissya,-25.606,150.127,11.4,1,6052.17,1.59,0,0,0,23.0,38.5,110,0.7,0.8,i,2,0.0,u,0.0,m,i,n,ene,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
571,Clio,6.31,333.492,11.4,1,6050.99,1.59,0,0,0,12.4,19.0,30,0.8,1.0,c,2,0.0,t,1.2,s,i,n,nnw,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
572,Kumba,26.279,332.689,11.4,1,6051.04,2.86,0,0,0,12.1,0.0,0,0.7,0.7,c,2,0.0,u,1.4,s,i,n,ne,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
573,Nastya,-49.0,275.9,11.3,1,6051.7,1.59,0,0,0,7.9,0.0,70,1.0,1.0,c,3,2.4,t,2.6,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
574,Zemfira,-46.226,157.741,11.3,1,6051.28,1.59,0,0,0,20.4,0.0,0,0.8,1.0,c,2,0.0,u,0.0,s,b,n,nne,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
575,Emma,-13.727,302.282,11.3,1,6052.38,3.18,0,0,0,12.3,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,y,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,yes,pristine with ejecta
576,Udagan,10.659,207.0,11.3,1,6052.18,1.91,0,0,0,24.9,0.0,0,0.7,1.0,c,2,0.0,u,0.0,s,b,n,s,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
577,Talvikki,41.935,22.08,11.3,1,6051.67,2.86,0,0,0,8.2,11.9,0,0.9,1.0,c,3,2.6,t,3.1,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
578,Hadisha,-39.032,97.21,11.3,2,6051.25,2.55,0,0,0,17.1,0.0,60,0.8,1.0,i,2,0.0,u,0.0,m,b,n,ene,0,p,n,n,n,1,350 km windstreaks sw of crater,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
579,crater_at_51.4N_7.9E,51.405,7.949,4.2,2,6052.22,2.23,0,0,0,9.5,0.0,0,0.4,1.0,i,2,0.0,u,0.0,f,i,n,null,0,pf,n,n,n,2,null,unterraced,crater field,irregular,knobby base,intermediate,no,null,no,no,no,no ejecta
58,Warren,-11.73,176.551,49.4,1,6052.44,0.95,148,137,11,10.5,0.0,0,0.6,1.0,c,4,21.1,t,5.1,s,b,n,null,0,c,y,y,n,1,small crater to SE - 2 km,terraced,single crater,circular,several peaks,bright,no,coronae,yes,yes,no,pristine with ejecta
580,Rufina,-74.6,195.0,11.2,1,6051.8,2.86,0,0,0,10.7,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,i,n,w,20,pf,n,n,m,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,maybe,pristine with ejecta
581,Irma,-50.884,121.977,11.2,1,6051.23,2.55,0,0,0,9.3,0.0,40,0.7,1.0,i,2,0.0,u,0.0,m,i,n,se,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
582,Orguk,-23.522,198.185,11.2,1,6051.94,2.55,0,0,0,5.4,0.0,0,0.3,0.9,c,2,0.0,u,0.0,s,d,n,null,7,p,n,y,n,2,ejecta is covered by ejecta from larger crater to east,unterraced,single crater,circular,knobby base,dark,no,plains,no,yes,no,no ejecta
583,Helvi,12.453,82.66,11.2,1,6052.35,2.55,0,0,0,14.0,0.0,0,0.7,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
584,Olivia,37.222,207.887,11.2,1,6051.53,1.91,0,0,0,15.3,25.4,40,1.0,1.0,c,2,0.0,u,0.0,s,b,n,nnw,0,p,n,n,n,1,windstreaks to sw,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
585,Esmerelda,64.446,104.519,11.2,1,6051.94,2.23,0,0,0,12.3,0.0,0,0.8,1.0,i,2,0.0,u,0.0,m,i,n,null,0,pf,n,n,n,2,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,no ejecta
586,Meredith,-14.517,278.89,11.2,2,6052.58,3.5,0,0,0,12.2,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
587,Mariko,-23.274,132.898,11.2,3,6052.58,0.0,0,0,0,0.0,0.0,40,0.0,0.8,i,2,0.0,u,0.0,s,i,n,null,0,t,n,n,n,3,null,unterraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,no,no,no,highly degraded
588,Deborah,-37.323,10.62,11.1,1,6051.78,2.55,0,0,0,16.6,0.0,0,0.7,1.0,i,2,0.0,u,0.0,m,i,n,ene,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
589,Koinyt,-30.909,293.291,11.1,1,6052.1,1.27,0,0,0,19.6,0.0,130,0.9,1.0,c,2,0.0,u,0.0,s,b,n,sw,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
59,Potter,7.174,309.418,48.9,1,6051.81,1.27,122,114,8,34.9,156.1,0,0.8,1.0,c,3,17.2,t,6.8,s,i,n,se,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
590,Yolanda,7.792,152.734,11.1,1,6051.76,1.91,0,0,0,8.0,0.0,40,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,secondaries in all directions,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
591,Liv,-21.086,303.878,11.1,2,6051.58,3.5,0,0,0,13.9,19.7,90,0.8,1.0,i,2,0.0,u,0.0,s,i,n,ene,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
592,Pat,2.913,262.64,11.1,2,6051.5,1.91,0,0,0,12.3,24.0,60,1.0,1.0,i,2,0.0,u,0.0,m,b,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
593,Heather,-6.814,334.089,11.1,3,6051.56,0.0,0,0,0,15.0,42.0,0,1.0,0.9,i,2,0.0,u,2.1,m,i,n,wnw,0,p,y,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
594,Afua,15.557,124.075,11.0,1,6051.45,3.18,0,0,0,15.1,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,b,n,null,0,t,n,n,y,2,null,unterraced,single crater,irregular,knobby base,bright,no,tessera and mountain belts,no,no,yes,no ejecta
595,Antonina,28.12,106.852,11.0,1,6050.63,2.23,0,0,0,21.3,0.0,60,0.0,0.0,null,0,0.0,t,0.0,s,b,n,se,0,p,n,n,n,1,not all orbits,terraced,single crater,null,null,bright,no,plains,no,no,no,pristine with ejecta
596,Avene,40.402,149.467,11.0,1,6051.08,2.55,0,0,0,12.7,19.8,40,1.0,1.0,i,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,wind streaks to sw,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
597,Zivile,48.834,113.144,11.0,1,6051.83,2.55,0,0,0,10.4,26.7,135,1.0,1.0,c,2,0.0,t,0.0,s,b,n,e,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
598,Ahava,53.571,187.302,11.0,1,6051.0,2.86,0,0,0,20.7,0.0,50,0.9,1.0,e,2,0.0,u,0.0,m,i,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,null,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
599,Natalia,67.08,272.959,11.0,1,6051.99,3.82,0,0,0,12.6,18.8,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
